[0.230292, 0.505363, 0.831609], 156.323383, 2, blue
[0.266786, 0.527064, 0.806864], 153.681489, 1, blue
[0.260240, 0.520480, 0.813250], 153.704261, 0, blue
[0.252815, 0.518596, 0.816788], 154.262763, 1, blue
[0.245427, 0.516688, 0.820243], 154.832167, 0, blue
[0.258868, 0.517737, 0.815436], 154.518607, 1, blue
[0.238076, 0.514760, 0.823615], 155.412355, 0, blue
[0.266786, 0.527064, 0.806864], 153.681489, 1, blue
[0.244937, 0.509211, 0.825051], 155.141871, 0, blue
[0.963575, 0.186498, 0.191679], 193.031086, 2, red
[0.955663, 0.208217, 0.208217], 187.304565, 1, orange
[0.960878, 0.193220, 0.198442], 191.491514, 0, red
[0.959484, 0.199237, 0.199237], 190.727554, 1, orange
[0.958470, 0.199027, 0.204264], 190.929306, 0, red
[0.957605, 0.201044, 0.206335], 189.013227, 1, orange
[0.960878, 0.193220, 0.198442], 191.491514, 0, red
[0.956122, 0.207160, 0.207160], 188.260458, 1, orange
[0.963202, 0.187434, 0.192640], 192.067696, 0, red
[0.677382, 0.677382, 0.286891], 376.449200, 2, yellow
[0.673885, 0.692691, 0.257017], 319.045451, 1, yellow
[0.676579, 0.689225, 0.259250], 316.297328, 0, yellow
[0.676620, 0.690289, 0.256295], 292.631167, 1, yellow
[0.682475, 0.685679, 0.253125], 312.099343, 0, yellow
[0.661745, 0.707070, 0.249288], 220.628647, 1, yellow
[0.677827, 0.686592, 0.262950], 342.270361, 0, yellow
[0.658532, 0.706425, 0.259422], 250.557379, 1, yellow
[0.679423, 0.685133, 0.262634], 350.297017, 0, yellow
[0.936248, 0.290053, 0.198264], 272.363727, 2, orange
[0.950569, 0.257710, 0.173215], 236.700232, 1, orange
[0.954046, 0.248704, 0.167162], 245.271278, 0, orange
[0.951607, 0.256369, 0.169464], 230.136916, 1, orange
[0.951915, 0.253041, 0.172710], 248.971886, 0, orange
[0.943729, 0.276902, 0.180834], 176.957622, 1, orange
[0.950976, 0.257323, 0.171549], 268.145483, 0, orange
[0.944590, 0.272264, 0.183362], 179.972220, 1, orange
[0.953597, 0.248765, 0.169612], 265.311138, 0, orange
